1539,12
1,1.0,1.0,-0.69614,0.31545,-0.12787,1.04509,0.19039,-0.06692,0.2559,-0.08865,-0.32615
2,1.0,1.0,-0.61189,-0.47012,-0.8257,0.34796,-0.28869,-0.11639,0.81421,-0.08865,-0.377
3,1.0,1.0,0.94186,-0.47012,-0.12787,0.90566,2.56792,-0.08671,0.64837,-0.08865,0.86028
4,1.0,1.0,-0.62294,-0.47012,-0.12787,-0.43283,-0.46477,-0.15597,0.47148,-0.08865,-0.41089
6,1.0,1.0,-0.84807,-1.25569,-0.8257,-0.96265,-0.51989,-0.17576,-0.46825,-0.08865,-0.46174
7,1.0,1.0,-0.32462,-0.47012,-0.12787,-0.34917,-0.48033,-0.08671,0.03478,-0.08865,-0.42784
8,1.0,1.0,-0.63675,1.10102,1.2678,3.1086,-0.13503,-0.06692,0.09006,-0.08865,-0.22445
9,1.0,1.0,-0.26661,0.31545,-0.12787,-0.62803,-0.18461,0.5762,-0.07577,-0.08865,0.75858
10,1.0,1.0,-0.70167,-0.47012,-0.12787,-0.51648,-0.36238,-0.05703,0.31118,-0.08865,0.01283
11,1.0,1.0,0.16706,0.31545,0.56997,0.09699,-0.44837,-0.0966,-0.00391,-0.08865,-0.08886
12,1.0,1.0,-0.64918,-1.25569,-0.8257,-0.32129,-0.43376,-0.15597,0.45214,-0.08865,-0.20751
13,1.0,1.0,-0.66023,-1.25569,-0.8257,-0.32129,-0.43431,-0.15597,0.45214,-0.08865,-0.20751
14,1.0,1.0,0.20849,-0.47012,-0.12787,1.65857,0.5245,-0.0966,-0.09236,-0.08865,-0.36005
15,1.0,1.0,0.92667,0.31545,-0.12787,0.82201,-0.07605,-0.0966,0.11494,-0.08865,0.31791
16,1.0,1.0,-0.82873,-0.47012,-0.12787,0.40373,-0.03906,0.18044,0.01544,-0.08865,-0.10581
17,1.0,1.0,-0.00144,-1.25569,-0.12787,-0.26552,-0.22329,-0.02734,0.07071,0.44849,1.06366
18,1.0,1.0,-0.53731,-1.25569,-0.12787,-0.54437,1.99064,-0.13618,0.47148,-0.08865,2.63991
19,1.0,1.0,-0.27352,-0.47012,-0.8257,0.12488,-0.23573,-0.17576,-0.11723,-0.08865,-0.17361
20,1.0,1.0,-0.73619,0.31545,1.2678,-0.09821,-0.49072,-0.02734,0.04584,-0.08865,0.04673
22,1.0,1.0,-0.19341,-0.47012,-0.8257,-0.71168,-0.4981,-0.07681,-0.12,-0.08865,-0.44479
23,1.0,1.0,-0.81906,-0.47012,-0.12787,-0.15398,-0.12439,0.16065,-0.08407,-0.08865,-0.20751
24,1.0,1.0,-0.75553,-0.47012,0.56997,-0.01455,2.88262,-0.12628,-0.12829,-0.08865,-0.17361
25,1.0,1.0,-0.76658,0.31545,1.2678,-0.04243,2.87913,-0.12628,-0.13105,-0.08865,-0.17361
26,1.0,1.0,-0.76796,-0.47012,-0.12787,-0.18186,2.88156,-0.13618,-0.15316,-0.08865,-0.2753
27,1.0,1.0,-0.5014,-0.47012,0.56997,-0.73957,-0.32175,-0.13618,0.00991,-0.08865,-0.20751
28,1.0,1.0,-0.62156,-0.47012,-0.12787,0.59893,0.36728,-0.12628,-0.12829,-0.08865,0.11452
29,1.0,1.0,-0.68647,-0.47012,-0.12787,-0.37706,-0.48283,-0.13618,-0.0122,-0.08865,-0.3431
30,1.0,1.0,-0.84254,-0.47012,-0.8257,-0.26552,0.11236,0.13097,-0.10618,-0.08865,-0.3431
31,1.0,1.0,-0.56217,-0.47012,-0.12787,0.51527,0.28386,-0.11639,-0.15869,-0.08865,-0.02107
32,1.0,1.0,-0.79834,-1.25569,-0.8257,-0.40494,-0.42448,-0.17576,0.16745,-0.08865,-0.46174
33,1.0,1.0,-0.81216,0.31545,0.56997,-0.62803,-0.48543,-0.15597,-0.16698,-0.08865,-0.19056
34,1.0,1.0,-0.46688,-1.25569,-0.12787,-0.62803,0.15398,-0.15597,0.28354,-0.08865,-0.07191
35,1.0,1.0,0.07867,-0.47012,-0.12787,-0.15398,-0.49604,-0.12628,-0.34387,-0.08865,-0.13971
37,1.0,1.0,-0.14922,-0.47012,-0.8257,-0.26552,0.12212,0.13097,0.51847,-0.08865,-0.22445
38,1.0,1.0,0.70431,-1.25569,-0.8257,-0.40494,0.14774,-0.14607,0.12047,-0.08865,-0.32615
39,1.0,1.0,-0.68509,-0.47012,-0.8257,-0.62803,-0.22435,-0.15597,-0.0509,-0.08865,-0.10581
